Symbol,Ana,Eth,Glu,Nit
GDH3,66.17746902398349,75.18091082914991,62.3397034312418,42.0701435929954
BDH2,53.504023678309096,80.6386435103606,185.209843983214,374.354553306817
BDH1,461.57838040952697,87.78273099469472,164.403873946777,108.301940475292
ECM1,83.9896242588398,117.20190911468599,62.671970546019004,75.74954066330291
CNE1,35.776354607617606,35.7095016102909,31.698396087617397,24.3516837340369
GPB2,34.4101718545808,34.3642633253234,32.4610870310951,66.7822232024011
PEX22,72.9401573207978,56.53257619711229,59.8532524111045,78.264372635696
ACS1,106.30214703127399,2299.84785263143,788.5420171308181,22.93939491225
FLC2,123.450862160877,134.844309704026,130.985912494356,92.7162019082065
OAF1,20.255690530800102,29.9250804670121,25.9299741578999,31.5887539379573
AIM2,83.91124633838541,146.680195412959,130.87015201634,272.058551661926
GEM1,27.414335987543698,33.39912558454,28.4210848443781,23.144441319437
SPC72,17.201142613439902,22.2394755584055,18.8067904606563,24.0925834323772
BOL3,125.735549644356,147.59805694758,114.22410053734501,82.787138709213
BOL1,181.127537068812,188.41692858078,170.820205207213,147.698318447076
GCV3,618.048080344162,747.821036448608,438.890826181469,605.265180370482
PTA1,60.545711054482204,66.034437007571,52.1697545706847,47.142128517638
ERV46,290.435524973093,254.911217854954,256.527374328204,163.958231537929
CDC24,46.749755063843295,38.3026702418377,34.9917190216851,44.7463513136475
CLN3,122.14995573379801,84.8922329969695,71.80201187096858,115.61971273554701
CYC3,306.482512123717,126.540749177209,150.536382113216,301.20755334546396
CDC19,2424.53602747557,786.196514148768,1633.4158743142902,3546.67323819916
YAL037C-A,19.926257445304397,18.2615920966234,20.534501838041198,32.2130372598936
YAL037W,24.2886865513691,27.5615277261441,24.638338145064804,45.787013773531704
RBG1,77.7024556842417,74.8436966215792,59.28040175667051,39.8607045428069
FUN12,167.85959600045,111.558822184773,101.01317745505699,109.30761356281499
MTW1,38.9898658669382,54.941673907275295,38.282414431274795,53.83806310829921
FUN19,76.83963501157821,97.02947125561779,143.693471108186,117.127816835924
POP5,80.6121923037367,117.495206268505,78.12964309651029,131.092397743569
PRP45,66.26017673999829,76.7600708364831,57.4021024984409,47.7417705922957
GIP4,33.505523150346306,30.693330542084798,29.711187869383302,37.8265351592037
SNC1,166.6400445456,205.164681008019,226.31132479162102,254.90414606106302
MYO4,29.1890353509064,18.6861276939342,16.8973649114309,19.592572468961198
FRT2,14.6464307520347,7.43750525995443,8.93325336677542,9.09927534534976
SAW1,55.23318785823749,99.6686425412017,88.1735348094647,85.3733145023308
DRS2,25.9663066052771,20.9540811109075,19.1629590489684,22.769350859345103
MAK16,270.09581940021303,197.60007225689998,133.876408384734,136.485550538633
LTE1,11.4277942222929,6.820767958481059,6.66208908664781,10.9897625007315
PMT2,186.706124579637,96.47861736566472,121.276929007602,115.08489801545299
FUN26,54.372466819977895,54.821052615719296,48.1956424885631,41.4052237727317
CCR4,94.3291413319448,83.7159323858507,69.8842021127079,108.889603935409
ATS1,41.980512589322295,66.31037423664739,51.0958269438157,47.147884905491196
FUN30,29.4858656994985,21.8133815481884,20.3499594177493,18.5938224733538
LDS1,20.3628486239455,0.51668636237732,3.42950836853138,0.8943276178560751
PSK1,29.1596776566886,23.908674149653898,28.152137488429798,28.3034919950146
TPD3,102.126664954485,111.58422733101999,116.869335269497,117.523802315301
NTG1,47.7530726052647,66.73568027105411,59.0149398173743,51.3172399215166
SYN8,79.45356592988709,67.1285222151388,65.8217803666281,94.62140048159641
DEP1,111.230997186336,132.007695104916,102.561043425079,141.395753374993
CYS3,507.06149669508596,281.72269434188803,311.03440968645003,394.19274557110197
SWC3,35.3747555167138,35.4305933108678,26.741113005412803,38.406321462603294
MDM10,41.3945742731354,48.216729464242,38.841959481185896,32.030327648386
SPO7,48.671157152796795,58.550410540890105,55.5469521810351,50.79908824034229
FUN14,112.590449415736,150.85563050850402,161.400357447281,128.005040090018
ERP2,148.628114494755,153.389207745882,156.651018834562,117.38056487874901
SSA1,573.893645125501,704.4787867443961,1106.0556412867,976.832092978284
EFB1,961.3488979821279,706.061031985817,704.04474193979,806.296964193218
VPS8,22.0069303705228,21.3231536157185,19.8511384646307,22.891112445486897
TFC3,30.4390261012254,31.722162490685395,31.844722570439302,41.5860426563745
NUP60,73.4465719645254,66.0160613505124,59.5911207310655,58.20094713454479
ERP1,410.700684298949,444.052413427016,358.10639150555704,300.815603656933
SWD1,39.4042128273419,35.0754304880508,35.952865846845604,35.761392359015005
RFA1,87.5319730717943,91.7891390550107,79.1287816140197,100.97960584001899
SEN34,75.29180592716381,78.7161414669827,47.9522881488395,77.61376401253341
BUD14,82.0844440399554,89.5532262394846,61.6145299444085,56.161408136474506
ADE1,710.7930522003461,515.8325097873931,358.435742805316,479.346791092557
KIN3,54.483382131259994,44.2868187116992,39.726845973413795,47.72422862520121
CDC15,16.622239484660803,17.4779496315151,16.134888370812,19.6105185790576
PAU7,65.94754245245261,25.4183260051352,169.618978947427,34.4797141245053
YAR023C,13.671532356947901,13.7674020006373,17.8334680908435,12.337025573095401
UIP3,104.665520890669,124.232665785597,115.587639795213,124.375751715746
